zip_code,county,population,number_of_clinics,avg_distance_to_clinic_km,healthcare_desert_flag
75394,Denton,8,1,14.87,No
75394,Harris,7,4,9.35,No
75394,Tarrant,10,4,18.32,No
75394,Travis,9,7,21.83,No
75395,Collin,9,2,5.78,No
75395,Dallas,5,5,7.1,No
75395,Denton,9,8,1.88,No
75395,Harris,12,8,14.18,No
75395,Tarrant,5,8,7.31,No
75395,Travis,12,4,22.1,No
75396,Collin,9,4,6.97,No
75396,Dallas,5,8,1.61,No
75396,Denton,3,9,13.48,No
75396,Harris,6,8,11.24,No
75396,Tarrant,6,7,5.54,No
75396,Travis,6,2,1.13,No
75397,Collin,9,9,24.38,No
75397,Dallas,5,7,9.46,No
75397,Denton,11,3,22.4,No
75397,Harris,5,3,2.9,No
75397,Tarrant,5,2,8.73,No
75397,Travis,5,8,4.24,No
75398,Collin,12,8,14.91,No
75398,Dallas,8,9,23.89,No
75398,Denton,7,2,13.68,No
75398,Harris,7,4,23.54,No
75398,Tarrant,9,8,8.16,No
75398,Travis,9,7,3.05,No
75399,Collin,11,3,11.79,No
75399,Dallas,7,7,12.73,No
75399,Denton,8,7,23.61,No
75399,Harris,13,8,10.52,No
75399,Tarrant,6,4,22.8,No
75399,Travis,4,8,7.96,No
75400,Collin,5,4,16.57,No
75400,Dallas,8,2,13.04,No
75400,Denton,4,8,9.82,No
75400,Harris,11,8,18.22,No
75400,Tarrant,9,7,13.29,No
75400,Travis,8,6,11.0,No
75401,Collin,8,6,6.04,No
75401,Dallas,8,5,23.49,No
75401,Denton,6,2,7.47,No
75401,Harris,9,6,23.03,No
75401,Tarrant,15,0,19.7,Yes
75401,Travis,12,2,9.48,No
75402,Collin,9,5,24.09,No
75402,Dallas,9,1,9.21,No
75402,Denton,12,2,4.75,No
75402,Harris,6,9,21.96,No
75402,Tarrant,4,0,18.85,Yes
75402,Travis,6,3,17.15,No
75403,Collin,3,5,14.98,No
75403,Dallas,7,0,12.01,No
75403,Denton,7,9,16.17,No
75403,Harris,6,6,22.93,No
75403,Tarrant,8,2,14.71,No
75403,Travis,3,9,11.55,No
75404,Collin,9,8,5.82,No
75404,Dallas,9,3,18.59,No
75404,Denton,13,7,6.72,No
75404,Harris,6,2,9.87,No
75404,Tarrant,7,1,1.48,No
75404,Travis,11,8,15.99,No
75405,Collin,11,1,18.45,Yes
75405,Dallas,11,0,20.45,Yes
75405,Denton,10,0,22.03,Yes
75405,Harris,7,4,14.39,No
75405,Tarrant,7,5,3.59,No
75405,Travis,10,4,19.68,No
75406,Collin,7,5,9.32,No
75406,Dallas,3,2,22.73,No
75406,Denton,7,9,6.99,No
75406,Harris,10,1,1.96,No
75406,Tarrant,4,6,1.55,No
75406,Travis,8,2,21.2,No
75407,Collin,9,8,24.94,No
75407,Dallas,7,0,14.43,No
75407,Denton,7,8,18.65,No
75407,Harris,7,1,10.18,No
75407,Tarrant,5,5,8.71,No
75407,Travis,4,8,13.08,No
75408,Collin,7,9,21.41,No
75408,Dallas,9,7,20.26,No
75408,Denton,9,5,11.71,No
75408,Harris,11,7,12.63,No
75408,Tarrant,6,8,24.43,No
75408,Travis,9,4,1.6,No
75409,Collin,7,4,17.66,No
75409,Dallas,6,1,19.95,Yes
75409,Denton,9,5,16.03,No
75409,Harris,11,7,20.29,No
75409,Tarrant,9,0,20.4,Yes
75409,Travis,4,1,24.77,Yes
75410,Collin,5,0,20.06,Yes
75410,Dallas,6,8,22.81,No
75410,Denton,13,4,24.53,No
75410,Harris,6,4,16.6,No
75410,Tarrant,10,8,13.61,No
75410,Travis,7,2,12.12,No
75411,Collin,8,8,9.64,No
75411,Dallas,6,2,5.76,No
75411,Denton,10,2,11.61,No
75411,Harris,7,1,24.42,Yes
75411,Tarrant,8,9,18.52,No
75411,Travis,6,6,1.43,No
75412,Collin,11,7,2.23,No
75412,Dallas,5,0,4.2,No
75412,Denton,10,7,7.41,No
75412,Harris,6,5,4.02,No
75412,Tarrant,4,5,13.62,No
75412,Travis,5,8,5.68,No
75413,Collin,6,5,14.66,No
75413,Dallas,7,1,11.56,No
75413,Denton,11,1,6.23,No
75413,Harris,7,5,22.4,No
75413,Tarrant,9,8,3.68,No
75413,Travis,11,1,16.65,Yes
75414,Collin,5,3,10.39,No
75414,Dallas,9,1,17.16,Yes
75414,Denton,7,0,2.35,No
75414,Harris,7,9,19.85,No
75414,Tarrant,7,2,19.66,No
75414,Travis,6,8,19.74,No
75415,Collin,10,6,15.57,No
75415,Dallas,5,6,22.45,No
75415,Denton,7,9,13.71,No
75415,Harris,9,6,12.59,No
75415,Tarrant,6,4,9.7,No
75415,Travis,9,7,9.62,No
75416,Collin,7,1,13.2,No
75416,Dallas,5,0,10.88,No
75416,Denton,5,4,5.62,No
75416,Harris,6,5,7.2,No
75416,Tarrant,7,2,13.14,No
75416,Travis,6,7,7.96,No
75417,Collin,10,0,3.64,No
75417,Dallas,10,5,4.6,No
75417,Denton,12,2,2.29,No
75417,Harris,11,7,3.05,No
75417,Tarrant,13,7,14.29,No
75417,Travis,6,9,22.94,No
75418,Collin,8,3,22.51,No
75418,Dallas,7,7,4.89,No
75418,Denton,6,3,17.52,No
75418,Harris,10,2,8.17,No
75418,Tarrant,3,3,5.92,No
75418,Travis,6,5,11.45,No
75419,Collin,10,2,11.16,No
75419,Dallas,13,5,24.74,No
75419,Denton,15,3,15.38,No
75419,Harris,10,3,6.31,No
75419,Tarrant,8,5,20.54,No
75419,Travis,8,0,23.6,Yes
75420,Collin,7,9,22.62,No
75420,Dallas,5,0,8.06,No
75420,Denton,14,1,21.58,Yes
75420,Harris,5,3,19.56,No
75420,Tarrant,9,4,24.93,No
75420,Travis,9,5,8.43,No
75421,Collin,7,1,7.47,No
75421,Dallas,12,2,4.59,No
75421,Denton,14,3,9.22,No
75421,Harris,5,8,21.19,No
75421,Tarrant,10,7,9.27,No
75421,Travis,11,7,17.14,No
75422,Collin,7,0,13.05,No
75422,Dallas,10,1,3.89,No
75422,Denton,8,3,3.07,No
75422,Harris,8,3,17.75,No
75422,Tarrant,4,5,23.28,No
75422,Travis,15,1,13.65,No
75423,Collin,15,3,17.79,No
75423,Dallas,7,6,18.19,No
75423,Denton,11,2,21.99,No
75423,Harris,6,8,22.78,No
75423,Tarrant,14,5,9.29,No
75423,Travis,9,1,3.48,No
75424,Collin,6,3,20.26,No
75424,Dallas,1,1,5.71,No
75424,Denton,12,9,3.02,No
75424,Harris,12,8,6.25,No
75424,Tarrant,7,3,1.07,No
75424,Travis,4,1,19.64,Yes
75425,Collin,9,0,19.87,Yes
75425,Dallas,9,7,11.18,No
75425,Denton,13,5,13.34,No
75425,Harris,4,7,3.77,No
75425,Tarrant,4,1,18.92,Yes
75425,Travis,5,9,15.43,No
75426,Collin,8,1,20.89,Yes
75426,Dallas,10,6,18.16,No
75426,Denton,11,3,21.59,No
75426,Harris,7,8,16.42,No
75426,Tarrant,11,4,20.67,No
75426,Travis,6,4,5.55,No
75427,Collin,6,4,18.22,No
75427,Dallas,11,1,7.52,No
75427,Denton,10,6,11.9,No
75427,Harris,7,0,23.42,Yes
75427,Tarrant,11,1,4.44,No
75427,Travis,4,3,13.43,No
75428,Collin,9,8,4.21,No
75428,Dallas,7,6,19.92,No
75428,Denton,6,5,14.12,No
75428,Harris,9,5,2.28,No
75428,Tarrant,8,7,10.87,No
75428,Travis,9,7,1.75,No
75429,Collin,12,7,14.46,No
75429,Dallas,8,0,18.37,Yes
75429,Denton,9,1,17.04,Yes
75429,Harris,5,4,24.79,No
75429,Tarrant,8,6,17.61,No
75429,Travis,6,0,21.99,Yes
75430,Collin,5,3,10.1,No
75430,Dallas,17,7,4.39,No
75430,Denton,7,2,5.48,No
75430,Harris,13,2,5.74,No
75430,Tarrant,9,0,4.8,No
75430,Travis,9,2,21.25,No
75431,Collin,11,4,3.59,No
75431,Dallas,12,7,16.65,No
75431,Denton,12,3,7.91,No
75431,Harris,7,8,11.45,No
75431,Tarrant,6,7,12.79,No
75431,Travis,11,8,17.3,No
75432,Collin,7,7,4.57,No
75432,Dallas,14,9,14.47,No
75432,Denton,8,8,21.53,No
75432,Harris,12,3,5.95,No
75432,Tarrant,4,7,9.79,No
75432,Travis,9,8,1.84,No
75433,Collin,6,3,9.27,No
75433,Dallas,6,3,19.29,No
75433,Denton,9,0,20.23,Yes
75433,Harris,8,4,10.29,No
75433,Tarrant,13,5,9.5,No
75433,Travis,12,7,10.29,No
75434,Collin,8,8,24.7,No
75434,Dallas,12,7,15.02,No
75434,Denton,3,5,23.39,No
75434,Harris,9,6,7.67,No
75434,Tarrant,9,7,19.06,No
75434,Travis,3,1,10.0,No
75435,Collin,8,5,12.69,No
75435,Dallas,8,7,14.63,No
75435,Denton,8,2,12.39,No
75435,Harris,8,7,1.66,No
75435,Tarrant,11,5,10.94,No
75435,Travis,7,5,13.99,No
75436,Collin,6,0,24.11,Yes
75436,Dallas,5,0,24.26,Yes
75436,Denton,9,5,17.22,No
75436,Harris,10,2,13.69,No
75436,Tarrant,6,2,18.2,No
75436,Travis,8,6,13.69,No
75437,Collin,13,0,5.48,No
75437,Dallas,8,1,13.75,No
75437,Denton,8,1,2.83,No
75437,Harris,13,7,15.78,No
75437,Tarrant,8,5,17.52,No
75437,Travis,3,7,16.88,No
75438,Collin,7,3,5.47,No
75438,Dallas,6,2,15.32,No
75438,Denton,10,3,7.86,No
75438,Harris,11,4,11.52,No
75438,Tarrant,14,6,8.92,No
75438,Travis,6,0,8.29,No
75439,Collin,12,9,21.94,No
75439,Dallas,10,4,16.61,No
75439,Denton,7,4,10.26,No
75439,Harris,7,7,10.81,No
75439,Tarrant,6,0,17.62,Yes
75439,Travis,11,2,5.28,No
75440,Collin,5,3,12.32,No
75440,Dallas,10,6,24.5,No
75440,Denton,4,2,1.22,No
75440,Harris,4,7,5.74,No
75440,Tarrant,12,3,10.34,No
75440,Travis,10,6,1.21,No
75441,Collin,4,4,21.34,No
75441,Dallas,9,9,7.85,No
75441,Denton,8,1,7.97,No
75441,Harris,10,9,19.5,No
75441,Tarrant,8,1,4.28,No
75441,Travis,12,3,5.31,No
75442,Collin,10,3,20.79,No
75442,Dallas,5,9,8.73,No
75442,Denton,7,2,18.38,No
75442,Harris,8,3,5.98,No
75442,Tarrant,4,9,24.6,No
75442,Travis,9,4,10.62,No
75443,Collin,8,9,15.21,No
75443,Dallas,4,2,23.79,No
75443,Denton,7,7,6.42,No
75443,Harris,8,6,23.31,No
75443,Tarrant,4,6,3.47,No
75443,Travis,8,7,6.2,No
75444,Collin,9,8,12.91,No
75444,Dallas,8,4,18.08,No
75444,Denton,10,6,19.78,No
75444,Harris,4,7,10.93,No
75444,Tarrant,9,7,8.16,No
75444,Travis,11,8,8.37,No
75445,Collin,10,4,24.53,No
75445,Dallas,13,0,2.25,No
75445,Denton,8,8,12.75,No
75445,Harris,10,8,11.31,No
75445,Tarrant,7,0,11.25,No
75445,Travis,7,7,4.01,No
75446,Collin,11,2,3.36,No
75446,Dallas,6,1,16.98,Yes
75446,Denton,5,0,16.25,Yes
75446,Harris,9,5,16.98,No
75446,Tarrant,5,7,13.71,No
75446,Travis,11,6,24.26,No
75447,Collin,7,4,21.18,No
75447,Dallas,7,0,10.36,No
75447,Denton,10,2,22.28,No
75447,Harris,6,7,11.33,No
75447,Tarrant,8,8,16.64,No
75447,Travis,8,3,11.72,No
75448,Collin,6,8,14.52,No
75448,Dallas,10,7,7.91,No
75448,Denton,12,5,10.75,No
75448,Harris,12,5,23.98,No
75448,Tarrant,10,6,23.74,No
75448,Travis,6,5,22.29,No
75449,Collin,10,4,10.98,No
75449,Dallas,13,9,21.81,No
75449,Denton,8,2,13.33,No
75449,Harris,9,2,16.3,No
75449,Tarrant,9,4,23.97,No
75449,Travis,20,9,3.82,No
75450,Collin,7,3,7.96,No
75450,Dallas,6,7,24.37,No
75450,Denton,11,4,14.05,No
75450,Harris,5,8,18.43,No
75450,Tarrant,7,2,3.4,No
75450,Travis,14,3,4.56,No
75451,Collin,8,9,3.9,No
75451,Dallas,13,0,7.89,No
75451,Denton,9,3,8.02,No
75451,Harris,6,7,11.53,No
75451,Tarrant,10,8,7.23,No
75451,Travis,10,2,5.05,No
75452,Collin,8,7,2.08,No
75452,Dallas,7,5,21.82,No
75452,Denton,6,3,21.01,No
75452,Harris,10,4,23.07,No
75452,Tarrant,6,1,5.21,No
75452,Travis,6,0,11.45,No
75453,Collin,10,3,1.19,No
75453,Dallas,6,2,9.52,No
75453,Denton,9,4,14.25,No
75453,Harris,4,6,22.89,No
75453,Tarrant,12,9,14.83,No
75453,Travis,8,4,16.06,No
75454,Collin,10,2,17.36,No
75454,Dallas,13,0,11.1,No
75454,Denton,7,5,13.18,No
75454,Harris,7,8,1.3,No
75454,Tarrant,9,7,9.54,No
75454,Travis,8,7,21.56,No
75455,Collin,7,8,21.28,No
75455,Dallas,8,4,9.59,No
75455,Denton,10,6,5.85,No
75455,Harris,13,3,11.45,No
75455,Tarrant,8,4,3.95,No
75455,Travis,9,0,13.75,No
75456,Collin,9,2,22.62,No
75456,Dallas,10,3,6.57,No
75456,Denton,10,0,8.08,No
75456,Harris,17,0,8.14,No
75456,Tarrant,6,0,16.95,Yes
75456,Travis,10,3,24.01,No
75457,Collin,11,7,19.07,No
75457,Dallas,12,1,14.5,No
75457,Denton,11,7,16.6,No
75457,Harris,11,3,22.62,No
75457,Tarrant,5,2,11.34,No
75457,Travis,8,7,9.47,No
75458,Collin,6,2,7.82,No
75458,Dallas,9,2,2.66,No
75458,Denton,10,9,8.88,No
75458,Harris,7,5,10.17,No
75458,Tarrant,6,3,7.76,No
75458,Travis,8,5,17.61,No
75459,Collin,9,6,22.8,No
75459,Dallas,11,6,18.77,No
75459,Denton,3,3,4.4,No
75459,Harris,7,5,22.21,No
75459,Tarrant,11,8,16.35,No
75459,Travis,3,1,5.64,No
75460,Collin,9,3,9.69,No
75460,Dallas,11,2,24.6,No
75460,Denton,5,2,6.69,No
75460,Harris,15,7,13.74,No
75460,Tarrant,7,8,3.8,No
75460,Travis,10,3,12.23,No
75461,Collin,6,0,17.94,Yes
75461,Dallas,10,2,23.5,No
75461,Denton,4,8,19.05,No
75461,Harris,3,7,14.0,No
75461,Tarrant,8,1,20.96,Yes
75461,Travis,5,0,24.43,Yes
75462,Collin,9,4,9.29,No
75462,Dallas,9,6,17.14,No
75462,Denton,3,6,17.72,No
75462,Harris,9,1,22.69,Yes
75462,Tarrant,8,6,17.37,No
75462,Travis,13,0,10.19,No
75463,Collin,9,6,16.05,No
75463,Dallas,10,4,1.77,No
75463,Denton,10,2,12.79,No
75463,Harris,14,0,11.14,No
75463,Tarrant,14,2,12.75,No
75463,Travis,7,2,17.2,No
75464,Collin,8,1,21.26,Yes
75464,Dallas,10,3,15.56,No
75464,Denton,9,1,16.46,Yes
75464,Harris,13,7,2.8,No
75464,Tarrant,11,3,13.5,No
75464,Travis,7,5,6.0,No
75465,Collin,8,8,12.08,No
75465,Dallas,6,4,14.07,No
75465,Denton,8,0,15.48,Yes
75465,Harris,7,6,8.46,No
75465,Tarrant,8,8,18.58,No
75465,Travis,11,0,3.24,No
75466,Collin,9,4,7.97,No
75466,Dallas,5,2,1.13,No
75466,Denton,9,9,4.19,No
75466,Harris,10,7,20.37,No
75466,Tarrant,9,6,19.26,No
75466,Travis,9,5,24.52,No
75467,Collin,10,2,14.38,No
75467,Dallas,9,9,7.93,No
75467,Denton,5,8,6.66,No
75467,Harris,6,5,19.66,No
75467,Tarrant,8,1,24.81,Yes
75467,Travis,10,0,22.46,Yes
75468,Dallas,7,7,6.52,No
75468,Denton,6,9,20.94,No
75468,Harris,10,8,10.56,No
75468,Tarrant,7,4,9.68,No
75468,Travis,9,5,12.06,No
75469,Collin,6,1,22.86,Yes
75469,Dallas,10,2,18.59,No
75469,Denton,6,9,16.38,No
75469,Harris,6,1,7.69,No
75469,Tarrant,11,6,13.62,No
75469,Travis,10,3,6.66,No
75470,Collin,6,5,9.77,No
75470,Dallas,9,7,16.79,No
75470,Denton,7,2,1.4,No
75470,Harris,7,6,13.88,No
75470,Tarrant,8,2,14.14,No
75470,Travis,9,0,19.09,Yes
75471,Collin,13,3,18.82,No
75471,Dallas,7,1,12.27,No
75471,Denton,8,0,7.47,No
75471,Harris,9,3,5.34,No
75471,Tarrant,9,9,16.63,No
75471,Travis,9,1,11.75,No
75472,Collin,7,1,23.35,Yes
75472,Dallas,7,6,6.81,No
75472,Denton,7,6,18.19,No
75472,Harris,5,8,20.95,No
75472,Tarrant,6,3,6.18,No
75472,Travis,5,3,18.45,No
75473,Collin,12,7,9.25,No
75473,Dallas,5,2,4.05,No
75473,Denton,7,2,19.71,No
75473,Harris,8,4,12.93,No
75473,Tarrant,10,2,4.31,No
75473,Travis,9,1,16.56,Yes
75474,Collin,11,5,21.7,No
75474,Dallas,11,6,22.46,No
75474,Denton,12,5,7.36,No
75474,Harris,7,1,2.42,No
75474,Tarrant,6,8,7.73,No
75474,Travis,9,8,11.84,No
75475,Collin,9,8,13.54,No
75475,Dallas,12,7,9.63,No
75475,Denton,9,4,4.17,No
75475,Harris,9,4,21.58,No
75475,Tarrant,12,3,3.83,No
75475,Travis,9,8,14.13,No
75476,Collin,7,2,13.54,No
75476,Dallas,9,6,2.77,No
75476,Denton,7,6,12.05,No
75476,Harris,6,4,11.51,No
75476,Tarrant,11,7,16.57,No
75476,Travis,11,3,1.08,No
75477,Collin,9,7,19.26,No
75477,Dallas,5,0,24.02,Yes
75477,Denton,5,7,2.14,No
75477,Harris,4,8,1.22,No
75477,Tarrant,5,0,6.31,No
75477,Travis,13,3,9.66,No
75478,Collin,7,5,17.5,No
75478,Dallas,8,8,10.24,No
75478,Denton,10,6,7.45,No
75478,Harris,6,3,7.48,No
75478,Tarrant,7,0,17.21,Yes
75478,Travis,7,3,6.77,No
75479,Collin,7,2,9.09,No
75479,Dallas,10,1,9.86,No
75479,Denton,5,1,22.35,Yes
75479,Harris,6,7,22.56,No
75479,Tarrant,6,0,11.64,No
75479,Travis,10,9,11.02,No
75480,Collin,7,8,17.26,No
75480,Dallas,9,4,10.91,No
75480,Denton,7,4,15.01,No
75480,Harris,11,9,12.69,No
75480,Tarrant,8,0,9.98,No
75480,Travis,9,8,16.51,No
75481,Collin,5,2,6.79,No
75481,Dallas,9,7,19.89,No
75481,Denton,9,6,16.33,No
75481,Harris,9,1,14.09,No
75481,Tarrant,7,4,19.73,No
75481,Travis,7,3,6.72,No
75482,Collin,13,6,22.04,No
75482,Dallas,8,1,16.13,Yes
75482,Denton,6,8,5.58,No
75482,Harris,10,2,8.65,No
75482,Tarrant,8,8,6.95,No
75482,Travis,3,9,16.99,No
75483,Collin,2,5,23.04,No
75483,Dallas,12,3,16.58,No
75483,Denton,12,7,19.15,No
75483,Harris,9,1,8.96,No
75483,Tarrant,9,2,20.36,No
75483,Travis,7,4,23.26,No
75484,Collin,8,6,24.94,No
75484,Dallas,7,5,23.12,No
75484,Denton,9,1,24.72,Yes
75484,Harris,8,2,11.9,No
75484,Tarrant,9,3,18.72,No
75484,Travis,10,5,11.2,No
75485,Collin,7,0,24.18,Yes
75485,Dallas,4,1,17.67,Yes
75485,Denton,8,9,20.39,No
75485,Harris,15,6,6.5,No
75485,Tarrant,9,5,3.64,No
75485,Travis,6,6,9.08,No
75486,Collin,8,3,20.04,No
75486,Dallas,9,1,19.71,Yes
75486,Denton,10,3,7.2,No
75486,Harris,9,6,16.45,No
75486,Tarrant,6,8,11.14,No
75486,Travis,7,0,12.77,No
75487,Collin,10,6,20.22,No
75487,Dallas,6,2,9.02,No
75487,Denton,5,5,1.55,No
75487,Harris,9,5,24.4,No
75487,Tarrant,5,9,14.44,No
75487,Travis,8,4,15.39,No
75488,Collin,13,2,18.86,No
75488,Dallas,12,8,16.09,No
75488,Denton,11,9,16.73,No
75488,Harris,11,2,18.59,No
75488,Tarrant,7,0,9.86,No
75488,Travis,5,2,7.78,No
75489,Collin,4,3,5.24,No
75489,Dallas,5,7,18.29,No
75489,Denton,14,2,13.96,No
75489,Harris,8,8,23.32,No
75489,Tarrant,7,2,19.87,No
75489,Travis,7,1,9.35,No
75490,Collin,5,7,19.89,No
75490,Dallas,9,6,15.66,No
75490,Denton,8,3,4.63,No
75490,Harris,16,9,1.53,No
75490,Tarrant,9,7,20.49,No
75490,Travis,10,0,8.74,No
75491,Collin,7,9,7.19,No
75491,Dallas,8,2,20.84,No
75491,Denton,9,0,5.53,No
75491,Harris,9,9,3.92,No
75491,Tarrant,8,9,10.19,No
75491,Travis,9,9,9.95,No
75492,Collin,9,8,7.29,No
75492,Dallas,5,9,7.63,No
75492,Denton,8,5,12.45,No
75492,Harris,7,5,16.4,No
75492,Tarrant,10,6,21.78,No
75492,Travis,16,9,4.92,No
75493,Collin,6,3,16.29,No
75493,Dallas,11,8,10.21,No
75493,Denton,16,5,8.27,No
75493,Tarrant,3,6,14.35,No
75493,Travis,8,3,9.7,No
75494,Collin,7,8,5.41,No
75494,Dallas,11,5,9.74,No
75494,Denton,5,2,24.46,No
75494,Harris,6,0,7.89,No
75494,Tarrant,17,3,20.16,No
75494,Travis,9,4,3.05,No
75495,Collin,12,4,7.82,No
75495,Dallas,6,9,3.52,No
75495,Denton,7,4,13.42,No
75495,Harris,17,3,23.01,No
75495,Tarrant,6,7,18.17,No
75495,Travis,12,6,9.38,No
75496,Collin,7,5,8.64,No
75496,Dallas,8,8,13.88,No
75496,Denton,6,4,9.53,No
75496,Harris,7,6,23.11,No
75496,Tarrant,9,3,9.36,No
75496,Travis,3,3,10.21,No
75497,Collin,9,1,5.01,No
75497,Dallas,8,7,22.45,No
75497,Denton,13,2,4.92,No
75497,Harris,8,5,11.55,No
75497,Tarrant,5,0,23.28,Yes
75497,Travis,6,2,4.4,No
75498,Collin,10,3,9.25,No
75498,Dallas,11,1,11.72,No
75498,Denton,17,8,3.35,No
75498,Harris,11,4,15.61,No
75498,Tarrant,7,7,21.27,No
75498,Travis,9,0,12.17,No
75499,Collin,5,8,1.76,No
75499,Dallas,6,5,2.39,No
75499,Denton,6,5,21.69,No
75499,Harris,5,6,16.56,No
75499,Tarrant,9,2,16.03,No
75499,Travis,9,4,14.1,No
75500,Collin,10,7,6.29,No
75500,Dallas,8,0,18.9,Yes
75500,Denton,9,2,3.73,No
75500,Harris,12,7,2.09,No
75500,Tarrant,7,4,22.52,No
75500,Travis,9,8,10.82,No
75501,Collin,7,3,10.19,No
75501,Dallas,10,7,21.77,No
75501,Denton,8,6,18.22,No
75501,Harris,4,2,15.58,No
75501,Tarrant,13,0,6.43,No
75501,Travis,12,1,9.62,No
75502,Collin,15,3,9.17,No
75502,Dallas,9,4,7.06,No
75502,Denton,9,3,11.82,No
75502,Harris,7,6,22.25,No
75502,Tarrant,9,8,7.69,No
75502,Travis,4,3,9.44,No
75503,Collin,5,2,4.25,No
75503,Dallas,7,3,4.62,No
75503,Denton,8,1,20.32,Yes
75503,Harris,6,9,24.72,No
75503,Tarrant,7,9,2.6,No
75503,Travis,8,7,17.5,No
75504,Collin,5,1,24.82,Yes
75504,Dallas,12,1,7.07,No
75504,Denton,8,4,11.35,No
75504,Harris,6,7,4.83,No
75504,Tarrant,11,2,21.12,No
75504,Travis,4,3,21.73,No
75505,Collin,9,5,2.06,No
75505,Dallas,6,0,24.82,Yes
75505,Denton,6,2,23.61,No
75505,Harris,10,5,8.01,No
75505,Tarrant,11,4,20.6,No
75505,Travis,4,7,15.02,No
75506,Collin,8,2,12.61,No
75506,Dallas,9,1,5.93,No
75506,Denton,9,8,5.62,No
75506,Harris,12,9,19.26,No
75506,Tarrant,6,5,15.41,No
75506,Travis,3,5,3.27,No
75507,Collin,8,8,16.11,No
75507,Dallas,9,4,9.28,No
75507,Denton,4,8,23.03,No
75507,Harris,6,6,20.16,No
75507,Tarrant,13,6,21.87,No
75507,Travis,3,8,24.5,No
75508,Collin,8,3,20.6,No
75508,Dallas,10,7,5.82,No
75508,Denton,7,3,8.0,No
75508,Harris,4,3,3.92,No
75508,Tarrant,5,8,23.25,No
75508,Travis,7,1,12.35,No
75509,Collin,8,5,16.97,No
75509,Dallas,8,5,18.31,No
75509,Denton,9,7,2.87,No
75509,Harris,12,3,13.16,No
75509,Tarrant,7,8,11.51,No
75509,Travis,10,4,10.51,No
75510,Collin,8,0,6.49,No
75510,Dallas,5,0,22.12,Yes
75510,Denton,7,6,10.1,No
75510,Harris,6,2,21.97,No
75510,Tarrant,7,7,1.67,No
75510,Travis,9,7,16.51,No
75511,Collin,15,8,10.89,No
75511,Dallas,7,7,7.08,No
75511,Denton,15,2,16.54,No
75511,Harris,5,7,24.46,No
75511,Tarrant,7,4,20.6,No
75511,Travis,8,7,11.8,No
75512,Collin,9,5,14.63,No
75512,Dallas,8,9,10.96,No
75512,Denton,15,1,22.78,Yes
75512,Harris,18,4,15.05,No
75512,Tarrant,6,5,10.37,No
75512,Travis,4,8,16.13,No
75513,Collin,10,1,7.26,No
75513,Dallas,13,5,24.97,No
75513,Denton,11,2,22.9,No
75513,Harris,9,8,5.14,No
75513,Tarrant,10,8,5.39,No
75513,Travis,9,6,24.61,No
75514,Collin,7,4,3.23,No
75514,Dallas,7,3,22.51,No
75514,Denton,14,0,7.64,No
75514,Harris,7,9,16.0,No
75514,Tarrant,4,2,19.02,No
75514,Travis,8,9,3.88,No
75515,Collin,15,5,8.58,No
75515,Dallas,5,9,16.44,No
75515,Denton,13,8,20.58,No
75515,Harris,7,6,2.86,No
75515,Tarrant,6,5,4.36,No
75515,Travis,6,4,13.41,No
75516,Collin,7,5,11.86,No
75516,Dallas,11,0,19.48,Yes
75516,Denton,7,3,23.23,No
75516,Harris,9,0,12.26,No
75516,Tarrant,10,3,15.34,No
75516,Travis,9,3,18.54,No
75517,Collin,10,5,2.18,No
75517,Dallas,3,6,2.14,No
75517,Denton,9,9,7.44,No
75517,Harris,5,3,17.65,No
75517,Tarrant,8,0,6.6,No
75517,Travis,5,3,23.74,No
75518,Collin,7,3,23.11,No
75518,Dallas,8,7,7.79,No
75518,Denton,8,0,20.57,Yes
75518,Harris,9,6,23.67,No
75518,Tarrant,8,2,7.3,No
75518,Travis,8,0,18.63,Yes
75519,Collin,2,8,16.88,No
75519,Dallas,11,8,18.48,No
75519,Denton,9,3,22.65,No
75519,Harris,10,4,10.98,No
75519,Tarrant,11,2,7.92,No
75519,Travis,11,5,16.79,No
75520,Collin,5,7,10.92,No
75520,Dallas,7,6,22.45,No
75520,Denton,8,5,18.32,No
75520,Harris,6,5,4.58,No
75520,Tarrant,11,7,4.69,No
75520,Travis,8,0,9.91,No
75521,Collin,8,9,15.38,No
75521,Dallas,10,2,9.81,No
75521,Denton,10,3,14.33,No
75521,Harris,14,2,16.17,No
75521,Tarrant,10,6,5.34,No
75521,Travis,7,6,19.42,No
75522,Collin,8,9,5.92,No
75522,Dallas,8,2,2.07,No
75522,Denton,10,2,2.01,No
75522,Harris,11,9,19.64,No
75522,Tarrant,11,4,15.6,No
75522,Travis,9,2,18.23,No
75523,Collin,8,4,7.53,No
75523,Dallas,10,8,4.31,No
75523,Denton,6,7,14.03,No
75523,Harris,4,0,3.32,No
75523,Tarrant,17,0,8.3,No
75523,Travis,6,5,1.6,No
75524,Collin,6,4,4.74,No
75524,Dallas,5,7,6.86,No
75524,Denton,9,5,18.27,No
75524,Harris,6,9,19.96,No
75524,Tarrant,8,1,22.74,Yes
75524,Travis,9,6,16.4,No
75525,Collin,7,3,14.59,No
75525,Dallas,5,2,22.05,No
75525,Denton,4,8,7.9,No
75525,Harris,14,0,24.17,Yes
75525,Tarrant,10,9,9.5,No
75525,Travis,7,5,13.37,No
75526,Collin,3,2,6.93,No
75526,Dallas,9,7,4.24,No
